Instrument,CF_NAME,CF_BID,CF_DATE,GEN_TEXT16,ROW80_1,ROW80_2,GN_TXT16_2,GN_TXT16_4,ROW80_3,Location
CORNNMFBIN-X,CORN MOBIN      ,NA,NA,Nemo Feed       ,Nemo Feed                                                                       ,RR 1 Box 26A                                                                    ,Baring          ,Corn            ,"""Baring, MO - 63531. Phone - 660-8924-070""                                      ",CORN MO Baring  
CORNNMFBIN-Z,CORN MOBIN      ,NA,NA,Nemo Feed       ,Nemo Feed                                                                       ,RR 1 Box 26A                                                                    ,Baring          ,Corn            ,"""Baring, MO - 63531.  Phone - 660-8924-070""                                     ",CORN MO Baring  
CORNNMFBIN-F,CORN MOBIN      ,NA,NA,Nemo Feed       ,Nemo Feed                                                                       ,RR 1 Box 26A                                                                    ,Baring          ,Corn            ,"""Baring, MO - 63531.  Phone - 660-8924-070""                                     ",CORN MO Baring  
CORNGGFALB-C1,CORN MOALB SPOT ,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,805 Mill St                                                                     ,Albany          ,Corn            ,"""Albany, MO - 64402.  Phone - 660-7263-919""                                     ",CORN MO Albany  
CORNGGFALB-G,CORN MOALB      ,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,805 Mill St                                                                     ,Albany          ,Corn            ,"""Albany, MO - 64402.  Phone - 660-7263-919""                                     ",CORN MO Albany  
CORNGGFALB-H,CORN MOALB      ,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,805 Mill St                                                                     ,Albany          ,Corn            ,"""Albany, MO - 64402.  Phone - 660-7263-919""                                     ",CORN MO Albany  
CORNGGFALB-J,CORN MOALB      ,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,805 Mill St                                                                     ,Albany          ,Corn            ,"""Albany, MO - 64402.  Phone - 660-7263-919""                                     ",CORN MO Albany  
CORNGGFALB-K,CORN MOALB      ,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,805 Mill St                                                                     ,Albany          ,Corn            ,"""Albany, MO - 64402.  Phone - 660-7263-919""                                     ",CORN MO Albany  
CORNGGFALB-M,CORN MOALB      ,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,805 Mill St                                                                     ,Albany          ,Corn            ,"""Albany, MO - 64402.  Phone - 660-7263-919""                                     ",CORN MO Albany  
CORNGGFALB-N,CORN MOALB      ,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,805 Mill St                                                                     ,Albany          ,Corn            ,"""Albany, MO - 64402.  Phone - 660-7263-919""                                     ",CORN MO Albany  
CORNGGFALB-Q,CORN MOALB      ,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,805 Mill St                                                                     ,Albany          ,Corn            ,"""Albany, MO - 64402.  Phone - 660-7263-919""                                     ",CORN MO Albany  
CORNGGFALB-U,CORN MOALB      ,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,"""Albany, MO-64402""                                                              ",Albany          ,Corn            ,"""Albany, MO - 64402.  Phone - 660-7263-919""                                     ",CORN MO Albany  
CORNGGFALB-V,CORN MOALB      ,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,805 Mill St                                                                     ,Albany          ,Corn            ,"""Albany, MO - 64402.  Phone - 660-7263-919""                                     ",CORN MO Albany  
CORNGGFALB-X,CORN MOALB      ,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,805 Mill St                                                                     ,Albany          ,Corn            ,"""Albany, MO - 64402.  Phone - 660-7263-919""                                     ",CORN MO Albany  
CORNGGFALB-Z,CORN MOALB      ,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,805 Mill St                                                                     ,Albany          ,Corn            ,"""Albany, MO - 64402.  Phone - 660-7263-919""                                     ",CORN MO Albany  
