Instrument,CF_NAME,CF_BID,CF_DATE,GEN_TEXT16,ROW80_1,ROW80_2,GN_TXT16_2,GN_TXT16_4,ROW80_3,Location
SOYBADMRNL-H,SOYB MORNL      ,-0.05,2/27/2020,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Soybeans        ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",SOYB MO Rhinelan
SOYBADMRNL-J,SOYB MORNL      ,-0.11,2/27/2020,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Soybeans        ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",SOYB MO Rhinelan
SOYBADMRNL-K,SOYB MORNL      ,-0.1,2/27/2020,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Soybeans        ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",SOYB MO Rhinelan
SOYBADMRNL-M,SOYB MORNL      ,-0.17,2/27/2020,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Soybeans        ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",SOYB MO Rhinelan
SOYBADMRNL-N,SOYB MORNL      ,-0.13,2/27/2020,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Soybeans        ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",SOYB MO Rhinelan
SOYBADMRNL-Q,SOYB MORNL      ,NA,NA,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Soybeans        ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",SOYB MO Rhinelan
SOYBADMRNL-U,SOYB MORNL      ,NA,NA,ADM             ,ADM                                                                             ,"""La Grange, NC - 28551""                                                         ",Rhineland       ,Soybeans        ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",SOYB MO Rhinelan
SOYBADMRNL-V,SOYB MORNL      ,NA,NA,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Soybeans        ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",SOYB MO Rhinelan
SOYBADMRNL-X,SOYB MORNL      ,-0.3,2/27/2020,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Soybeans        ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",SOYB MO Rhinelan
SOYBADMRNL-Z,SOYB MORNL      ,NA,NA,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Soybeans        ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",SOYB MO Rhinelan
SOYBADMRNL-F,SOYB MORNL      ,NA,NA,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Soybeans        ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",SOYB MO Rhinelan
SOYBMFAUNV-C1,SOYB MOUNV SPOT ,-0.73,2/27/2020,MFA             ,MFA                                                                             ,-                                                                               ,Unionville      ,Soybeans        ,"""Unionville, MO - 63565.  Phone - 660-9472-256""                                 ",SOYB MO Unionvil
SOYBMFAUNV-G,SOYB MOUNV      ,-0.73,2/27/2020,MFA             ,MFA                                                                             ,-                                                                               ,Unionville      ,Soybeans        ,"""Unionville, MO - 63565.  Phone - 660-9472-256""                                 ",SOYB MO Unionvil
SOYBMFAUNV-H,SOYB MOUNV      ,NA,NA,MFA             ,MFA                                                                             ,-                                                                               ,Unionville      ,Soybeans        ,"""Unionville, MO - 63565.  Phone - 660-9472-256""                                 ",SOYB MO Unionvil
SOYBMFAUNV-J,SOYB MOUNV      ,NA,NA,MFA             ,MFA                                                                             ,-                                                                               ,Unionville      ,Soybeans        ,"""Unionville, MO - 63565.  Phone - 660-9472-256""                                 ",SOYB MO Unionvil
SOYBMFAUNV-K,SOYB MOUNV      ,NA,NA,MFA             ,MFA                                                                             ,-                                                                               ,Unionville      ,Soybeans        ,"""Unionville, MO - 63565.  Phone - 660-9472-256""                                 ",SOYB MO Unionvil
SOYBMFAUNV-M,SOYB MOUNV      ,NA,NA,MFA             ,MFA                                                                             ,-                                                                               ,Unionville      ,Soybeans        ,"""Unionville, MO - 63565.  Phone - 660-9472-256""                                 ",SOYB MO Unionvil
SOYBMFAUNV-N,SOYB MOUNV      ,NA,NA,MFA             ,MFA                                                                             ,-                                                                               ,Unionville      ,Soybeans        ,"""Unionville, MO - 63565.  Phone - 660-9472-256""                                 ",SOYB MO Unionvil
